suggestion_id,PARSE-Ego4D ID,Query,Action,Description,n_raters,SENSIBLE_mean,SENSIBLE_std,CORRECT_mean,CORRECT_std,IMPLICIT_mean,IMPLICIT_std,VALUE_mean,VALUE_std,LIKELY_mean,LIKELY_std,split
3474,2aafd5be-8c18-4aa1-8a15-7269cc1a909d-101-1-200,What is this vase? Can you suggest some similar vases that I might like?,Multimodal search,Identify the vase and suggest similar vases,1,1.0,,4.0,,1.0,,,,,,train
3475,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-164-1-200,Show me a diagram of the car,Assistant,Show me a diagram of the car,1,5.0,,5.0,,3.0,,,,,,train
3476,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-164-1-200,Show me a video tutorial on how to attach this part,Instructions,Show me a video tutorial on how to attach this part,1,5.0,,2.0,,5.0,,,,,,train
3477,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-181-2-200,Show me instructions on how to put the wheel cover on,Instructions,Show me how to put the wheel cover on,1,4.0,,4.0,,3.0,,,,,,train
3478,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-181-2-200,Show me a video tutorial on how to put the wheel cover on,Instructions,Show me a video of someone else putting a wheel cover on,1,3.0,,2.0,,3.0,,,,,,train
3479,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-126-3-200,How do I change the oil filter?,Instructions,Show me how to change the oil filter,5,3.4,1.816590212458495,4.4,0.8944271909999159,3.2,1.3038404810405297,,,,,test
3480,2ac8acbc-9ea4-4bed-bbc2-aa53cc5f098a-126-3-200,"Show me how to change the oil filter, step by step",Instructions,Show me a step-by-step guide on how to change the oil filter,2,4.5,0.7071067811865476,4.5,0.7071067811865476,3.0,0.0,,,,,val
3483,2aee665a-7d91-4fcc-9785-73e0d94b7c48-143-0-200,Help me find a red bead,Multimodal search,Help me find a particular bead,1,5.0,,5.0,,4.0,,,,,,train
3484,2aee665a-7d91-4fcc-9785-73e0d94b7c48-143-0-200,Would you like me to help you keep track of the beads you have already used?,Assistant,Proactively offer to help the user keep track of the beads they have already used,5,1.8,1.3038404810405297,2.8,1.6431676725154984,2.8,1.6431676725154984,,,,,test
3485,2aee665a-7d91-4fcc-9785-73e0d94b7c48-100-1-200,Show me how to make a necklace,Instructions,Show me a tutorial on how to make a necklace,2,4.5,0.7071067811865476,5.0,0.0,4.0,1.4142135623730951,,,,,val
3486,2aee665a-7d91-4fcc-9785-73e0d94b7c48-100-1-200,Can you help me design a necklace pattern?,Instructions,Help me design a necklace pattern,5,4.2,0.8366600265340756,4.2,1.0954451150103321,3.2,1.6431676725154984,,,,,test
3487,2af025c2-a2e3-4bda-b1d7-7de6a37453b1-28-0-200,Measure the wall,Assistant,Measure the wall,6,2.8333333333333335,1.169045194450012,2.5,1.224744871391589,2.1666666666666665,0.9831920802501751,,,,,test
3488,2af025c2-a2e3-4bda-b1d7-7de6a37453b1-28-0-200,Suggest a layout for the art paper on the wall,Instructions,Suggest a layout for the art paper on the wall,1,5.0,,5.0,,1.0,,,,,,train
3489,2af3d6a1-36bf-48b5-a272-c03a960c608e-65-0-200,Set a timer for 30 minutes,Assistant,Set a timer for when the dishes are dry,2,5.0,0.0,4.5,0.7071067811865476,4.5,0.7071067811865476,,,,,train
3490,2af3d6a1-36bf-48b5-a272-c03a960c608e-65-0-200,What can I make with the ingredients I have on hand?,Assistant,Recommend a recipe for a dish that uses the ingredients I have on hand,2,4.0,0.0,3.0,1.4142135623730951,4.5,0.7071067811865476,,,,,train
3491,2af7c658-0b4e-4f3c-b72e-ab77a06e1765-136-0-200,Can you help me wash the dishes?,Assistant,I'm tired of washing dishes. Can you help me?,1,1.0,,1.0,,1.0,,,,,,train
3492,2af7c658-0b4e-4f3c-b72e-ab77a06e1765-136-0-200,Can you order takeout for me?,Assistant,I'm tired of washing dishes. Can you help me?,1,5.0,,1.0,,2.0,,,,,,train
3493,2af7c80c-301e-44b7-84a2-d6c09c325a5b-33-0-200,How do I make a bed?,Instructions,Help me make my bed,1,4.0,,3.0,,3.0,,,,,,train
3494,2af7c80c-301e-44b7-84a2-d6c09c325a5b-33-0-200,Remember the steps of making my bed,Memory,Remember the steps of making my bed,5,3.2,1.6431676725154984,3.2,1.6431676725154984,3.0,1.4142135623730951,,,,,test
3495,2b0086a9-6eba-45de-9ad7-e3dc5f533031-171-0-200,What tiles can I place?,Multimodal search,Show me the available tiles,1,1.0,,1.0,,2.0,,,,,,train
3496,2b0086a9-6eba-45de-9ad7-e3dc5f533031-171-0-200,What move should I make?,Assistant,Suggest a move for me,1,1.0,,2.0,,1.0,,,,,,train
3497,2b0086a9-6eba-45de-9ad7-e3dc5f533031-52-1-200,Which tile should I play?,Assistant,Suggest a tile to play,1,3.0,,3.0,,3.0,,,,,,train
3498,2b0086a9-6eba-45de-9ad7-e3dc5f533031-52-1-200,Which tile should I play and how should I play it?,Assistant,Suggest a tile to play and give a hint about how to play it,5,4.6,0.5477225575051662,2.0,1.224744871391589,3.4,1.51657508881031,,,,,test
3501,2b012751-2e50-4acb-b645-c864930e92c8-102-1-200,What is this game called?,Language,Tell me more about this game,1,5.0,,1.0,,4.0,,,,,,train
3502,2b012751-2e50-4acb-b645-c864930e92c8-102-1-200,Would you like me to keep score or provide tips on how to play the game?,Assistant,Offer to keep score or provide tips on how to play the game,1,5.0,,2.0,,2.0,,,,,,train
3503,2b0d2089-36dc-4579-91c7-fabb05c5afd1-195-0-200,What should I do next?,Assistant,Suggest a move in the board game,1,5.0,,3.0,,2.0,,,,,,train
3504,2b0d2089-36dc-4579-91c7-fabb05c5afd1-195-0-200,Suggest a move that will surprise my opponent and give me an advantage.,Assistant,Suggest a fun and strategic move in the board game,1,5.0,,5.0,,3.0,,,,,,train
3505,2b0d2089-36dc-4579-91c7-fabb05c5afd1-50-1-200,What is the history of this game?,Multimodal search,Find out more about the game,5,3.2,1.4832396974191324,3.6,1.6733200530681511,2.2,1.3038404810405297,,,,,test
3506,2b0d2089-36dc-4579-91c7-fabb05c5afd1-50-1-200,Remind me of the rules of the game,Memory,Help me keep track of the rules of the game,1,1.0,,5.0,,1.0,,,,,,train
3507,2b0d2089-36dc-4579-91c7-fabb05c5afd1-36-2-200,What are my possible moves?,Instructions,Show me my possible moves,5,4.8,0.4472135954999579,4.2,1.3038404810405297,3.2,1.7888543819998317,,,,,test
3508,2b0d2089-36dc-4579-91c7-fabb05c5afd1-36-2-200,What is the best move I can make?,Instructions,Show me the best move I can make,1,4.0,,3.0,,2.0,,,,,,train
3509,2b21d0f3-cb6b-4b5e-a418-fbe2dd69e023-88-0-200,Tell me more about these ski poles,Multimodal search,Show me more information about these ski poles,1,5.0,,1.0,,5.0,,,,,,train
3510,2b21d0f3-cb6b-4b5e-a418-fbe2dd69e023-88-0-200,What other ski equipment do you have?,Assistant,Show me other ski equipment options,6,3.8333333333333335,1.4719601443879746,2.6666666666666665,1.632993161855452,3.3333333333333335,1.3662601021279464,,,,,test
3511,2b2ded63-7dc5-4730-b601-2db8fe3683ea-130-0-200,What can I pipe this onto?,Multimodal search,What can I pipe this pap paste onto?,1,1.0,,4.0,,1.0,,,,,,train
3512,2b2ded63-7dc5-4730-b601-2db8fe3683ea-130-0-200,What can I make with pap paste?,Instructions,Show me a recipe that uses pap paste,1,4.0,,4.0,,4.0,,,,,,train
3523,2b62e7d6-bf1d-4c32-81d8-50d3f175f7bb-129-0-200,Show me how to embroider this pattern,Instructions,Show me how to embroider this pattern,1,5.0,,5.0,,1.0,,,,,,train
3524,2b71a9c2-9f5f-40d3-a92a-a2e993f37d32-199-0-200,Add this book to my to-do list,Assistant,Add this book to my to-do list,1,2.0,,5.0,,1.0,,,,,,train
3525,2b71a9c2-9f5f-40d3-a92a-a2e993f37d32-199-0-200,Automatically add this book to my to-do list,Memory,Automatically add this book to my to-do list,1,4.0,,4.0,,4.0,,,,,,train
3526,2b71a9c2-9f5f-40d3-a92a-a2e993f37d32-28-2-200,Remind me to wipe the book,Memory,Remind me to wipe the book,1,3.0,,4.0,,1.0,,,,,,train
3527,2b71a9c2-9f5f-40d3-a92a-a2e993f37d32-28-2-200,Show me how to clean a book,Instructions,Show me how to clean a book,1,3.0,,3.0,,2.0,,,,,,train
3528,2b7a8163-576a-4fa9-95b3-f32578f8cb50-34-1-200,Where is the clay paddle?,Assistant,Find the clay paddle,1,1.0,,3.0,,1.0,,,,,,train
3529,2b7a8163-576a-4fa9-95b3-f32578f8cb50-34-1-200,How do I pick up the clay paddle without getting clay on my hands?,Instructions,Find the clay paddle and provide instructions on how to pick it up,1,3.0,,4.0,,3.0,,,,,,train
3530,2b7ace86-149f-4354-b617-c8ebd08c5310-28-1-200,Show me my shopping list,Assistant,Open the shopping list,6,4.666666666666667,0.8164965809277261,4.5,0.8366600265340756,4.333333333333333,0.816496580927726,,,,,test
3531,2b7ace86-149f-4354-b617-c8ebd08c5310-28-1-200,How much are these items?,Multimodal search,Show the prices of the items on the counter,1,4.0,,3.0,,4.0,,,,,,train
3532,2b7d3454-447e-415f-a22f-2a32445bebf9-95-0-200,Is there a better way to cut this vegetable?,Instructions,Suggest a different way to cut the vegetable,1,5.0,,5.0,,5.0,,,,,,train
3533,2b7d3454-447e-415f-a22f-2a32445bebf9-95-0-200,Remember how I cut this vegetable,Memory,Remember the steps of the vegetable cutting process,2,3.0,1.4142135623730951,5.0,0.0,3.0,1.4142135623730951,,,,,train
3536,2b89ddf6-d019-4664-87a4-ea308717cd34-101-0-200,Remember that I am working on the motorcycle and that I need to attach the nut to the motorcycle,Memory,Remember that I am working on the motorcycle and that I need to attach the nut to the motorcycle,5,2.0,1.0,3.0,1.5811388300841898,1.6,1.3416407864998738,,,,,test
3537,2b89ddf6-d019-4664-87a4-ea308717cd34-101-0-200,Find a video tutorial on how to attach a nut to a motorcycle,Instructions,Find a video tutorial on how to attach a nut to a motorcycle,6,4.333333333333333,1.2110601416389966,3.8333333333333335,1.169045194450012,3.1666666666666665,1.1690451944500122,,,,,test
3539,2b97fc7a-9c8d-4b5d-afa1-b2ce52b31d7a-197-0-200,How do I cut the plywood to fit the floor?,Instructions,How to cut the plywood to fit the floor,6,3.6666666666666665,0.816496580927726,4.0,0.6324555320336759,3.5,0.8366600265340756,,,,,test
3540,2b97fc7a-9c8d-4b5d-afa1-b2ce52b31d7a-197-0-200,Show me how to cut the plywood to fit the floor,Instructions,Show me how to cut the plywood to fit the floor,1,3.0,,3.0,,1.0,,,,,,train
3541,2b99e141-3fdd-48c5-b960-8407f430bb1b-191-0-200,How many papers are in this stack?,Multimodal search,Count the number of papers in the second stack,1,1.0,,2.0,,1.0,,,,,,train
3542,2b99e141-3fdd-48c5-b960-8407f430bb1b-191-0-200,How many papers are in total?,Multimodal search,"Count the number of papers in the second stack and the first stack, and then add them together to get the total number of papers",1,4.0,,5.0,,5.0,,,,,,train
3545,2ba0becb-58c2-43a1-97bb-7e153a34eb47-100-0-200,What is in this sachet?,Multimodal search,Identify the contents of the sachet,1,2.0,,3.0,,3.0,,,,,,train
3546,2ba0becb-58c2-43a1-97bb-7e153a34eb47-100-0-200,What is in this sachet? Can you also suggest some recipes that use this ingredient?,Multimodal search,Identify the contents of the sachet and provide recipe suggestions,1,5.0,,5.0,,2.0,,,,,,train
3547,2ba8901c-f5c1-4d62-b830-bcdee9b0f5f4-105-0-200,How do I remove nails with this tool?,Instructions,How to remove nails with the brush oscillating tool,1,5.0,,5.0,,5.0,,,,,,train
3548,2ba8901c-f5c1-4d62-b830-bcdee9b0f5f4-105-0-200,How do I remove nails with this tool safely?,Instructions,"How to remove nails with the brush oscillating tool, and safety precautions",1,3.0,,4.0,,3.0,,,,,,train
3549,2baf63d4-1803-448b-b804-ef246d8bf511-95-0-200,Who is the artist of this portrait?,Multimodal search,Identify the portrait,1,5.0,,5.0,,1.0,,,,,,train
3550,2baf63d4-1803-448b-b804-ef246d8bf511-95-0-200,Suggest a frame for this portrait,Multimodal search,Get recommendations for the portrait,1,5.0,,3.0,,4.0,,,,,,train
3551,2bb0e3ad-3a4d-4446-b3e8-3cfb86c43f7e-75-0-200,Give me some ideas for what to draw,Instructions,Show me some ideas for what to draw,2,5.0,0.0,5.0,0.0,4.0,0.0,,,,,val
3552,2bb0e3ad-3a4d-4446-b3e8-3cfb86c43f7e-75-0-200,Can you help me improve my drawing skills?,Instructions,Help me improve my drawing skills,1,5.0,,5.0,,1.0,,,,,,train
3553,2bb31b69-fcda-4f54-8338-f590944df999-181-0-200,What are the rules of this game?,Assistant,Show me the rules of this game,5,4.2,1.3038404810405297,3.2,1.6431676725154984,4.0,1.7320508075688772,,,,,test
3554,2bb31b69-fcda-4f54-8338-f590944df999-181-0-200,What cards do I have?,Memory,Show me the cards in my hand,6,2.8333333333333335,1.4719601443879744,4.166666666666667,1.6020819787597222,1.6666666666666667,0.816496580927726,,,,,test
3555,2bb31b69-fcda-4f54-8338-f590944df999-101-1-200,What are the rules of this game?,Assistant,Show me the rules of the game,1,1.0,,2.0,,2.0,,,,,,train
3556,2bb31b69-fcda-4f54-8338-f590944df999-101-1-200,Which card should I play?,Memory,Suggest a card to play,2,5.0,0.0,1.5,0.7071067811865476,5.0,0.0,,,,,train
3557,2bb31b69-fcda-4f54-8338-f590944df999-104-3-200,Suggest a new game to play,Assistant,Suggest a new game to play,1,5.0,,2.0,,3.0,,,,,,train
3558,2bb31b69-fcda-4f54-8338-f590944df999-104-3-200,Suggest a new card game to play,Assistant,Suggest a new card game to play,1,5.0,,5.0,,5.0,,,,,,train
3559,2bb31b69-fcda-4f54-8338-f590944df999-108-4-200,What's the score?,Assistant,Show the current score of the game,2,3.5,2.1213203435596424,5.0,0.0,3.0,2.8284271247461903,,,,,train
3560,2bb31b69-fcda-4f54-8338-f590944df999-108-4-200,What's the score and what are my chances of winning?,Assistant,Show the current score of the game and the probability of winning,1,5.0,,2.0,,5.0,,,,,,train
3565,2bc60910-3a1f-4498-a579-a1bcf105aee7-146-1-200,Remember that I picked some blue berries,Memory,Log that I picked some blue berries,5,4.0,1.224744871391589,4.8,0.44721359549995787,3.4,1.6733200530681511,,,,,test
3566,2bc60910-3a1f-4498-a579-a1bcf105aee7-146-1-200,"Remember that I picked some blue berries. Also, should I take a break?",Memory,Log that I picked some blue berries and suggest taking a break,1,3.0,,4.0,,3.0,,,,,,train
3567,2bd1593c-ae88-417e-827f-3997201da229-151-2-200,How much soap should I use for this bowl?,Assistant,How much soap should I use?,1,5.0,,2.0,,3.0,,,,,,train
3568,2bd1593c-ae88-417e-827f-3997201da229-151-2-200,Show me how much soap I should use for this bowl,Assistant,Show me how much soap to use,1,5.0,,1.0,,5.0,,,,,,train
3569,2bd5c29e-ef5c-451c-aa2e-961d4257de9b-50-1-200,Remind me to take a break in 10 minutes,Assistant,Remind me to take a break,1,3.0,,4.0,,3.0,,,,,,train
3570,2bd5c29e-ef5c-451c-aa2e-961d4257de9b-50-1-200,Show me a video on how to clean a house more efficiently,Assistant,Show me a video on how to clean a house more efficiently,5,3.0,1.5811388300841898,2.2,1.0954451150103321,2.2,1.0954451150103321,,,,,test
3571,2bd96ede-bc7b-45e9-bb34-e370c5dffc61-53-0-200,Remind me to wash this cloth later,Memory,Remind me to wash this cloth later,1,4.0,,5.0,,2.0,,,,,,train
3572,2bd96ede-bc7b-45e9-bb34-e370c5dffc61-53-0-200,Remember that I cleaned this cloth,Memory,Remember that I cleaned this cloth,6,2.5,1.760681686165901,3.0,2.1908902300206643,1.5,1.224744871391589,,,,,test
3573,2bdb47d2-0c7c-4853-8028-4e51ee6f2f0c-124-0-200,How do I continue crocheting this?,Instructions,Show me how to continue crocheting this piece,1,5.0,,5.0,,5.0,,,,,,train
3574,2bdb47d2-0c7c-4853-8028-4e51ee6f2f0c-124-0-200,How do I continue crocheting this and what will the finished product look like?,Instructions,Show me how to continue crocheting this piece and what the finished product will look like,1,5.0,,5.0,,3.0,,,,,,train
3575,2bdb47d2-0c7c-4853-8028-4e51ee6f2f0c-130-1-200,Show me a tutorial on how to crochet,Assistant,Show me a tutorial on how to crochet,2,5.0,0.0,1.0,0.0,5.0,0.0,,,,,train
3576,2bdb47d2-0c7c-4853-8028-4e51ee6f2f0c-130-1-200,Show me a pattern for a new crochet project,Assistant,Show me a pattern for a new crochet project,1,2.0,,2.0,,2.0,,,,,,train
3577,2bdeff04-c125-4d0a-a554-4ec88ae9ad49-186-0-200,Save this crochet pattern,Memory,Save the crochet pattern,1,2.0,,2.0,,2.0,,,,,,train
3578,2bdeff04-c125-4d0a-a554-4ec88ae9ad49-186-0-200,What else can I do?,Assistant,Suggest something else to do,1,3.0,,2.0,,3.0,,,,,,train
3579,2be0151d-8ee7-4e7a-adf5-6b2b3d5afdb0-130-0-200,What is in the carton?,Multimodal search,Identify the contents of the carton,1,5.0,,4.0,,4.0,,,,,,train
3580,2be0151d-8ee7-4e7a-adf5-6b2b3d5afdb0-130-0-200,Set a timer for 15 minutes,Assistant,Set a timer for the cooking process,1,5.0,,5.0,,1.0,,,,,,train
3583,2c052032-f683-4bd9-ba91-411f6e1ce207-87-0-200,Remember this fabric,Memory,Remember this fabric,1,3.0,,5.0,,1.0,,,,,,train
3584,2c052032-f683-4bd9-ba91-411f6e1ce207-87-0-200,Show me how to sew the next part of the garment,Instructions,Show me how to sew the next part of the garment,5,3.6,1.6733200530681511,4.2,1.0954451150103321,3.8,1.0954451150103321,,,,,test
3585,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-199-1-200,What's the next step in the recipe?,Assistant,Open the recipe,1,1.0,,2.0,,2.0,,,,,,train
3586,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-199-1-200,Can you control the stove for me?,Assistant,Control the stove,6,3.5,1.6431676725154984,4.333333333333333,1.632993161855452,2.8333333333333335,1.7224014243685084,,,,,test
3587,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-107-2-200,Remember to add coriander to the dish,Memory,Remember to add coriander to the dish,1,4.0,,3.0,,3.0,,,,,,train
3588,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-107-2-200,Show me a recipe for this dish,Multimodal search,Show me a recipe for the dish I'm making,1,3.0,,3.0,,3.0,,,,,,train
3589,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-152-3-200,How much food should I serve on each plate?,Assistant,How much food should I serve on each plate?,2,2.5,2.1213203435596424,1.5,0.7071067811865476,2.5,2.1213203435596424,,,,,val
3590,2c0c6508-397f-4c48-aeb7-abc7a3cae8d1-152-3-200,How should I arrange the food on the plate?,Assistant,How should I arrange the food on the plate?,1,5.0,,3.0,,5.0,,,,,,train
3592,2c0dde5c-6612-4ada-a345-06b09d55c383-29-1-200,Remember that I am eating cereal,Memory,Remember that I am eating cereal,6,2.0,1.6733200530681511,2.8333333333333335,1.7224014243685086,1.1666666666666667,0.408248290463863,,,,,test
3593,2c0dde5c-6612-4ada-a345-06b09d55c383-29-1-200,What is the nutritional information for cereal?,Multimodal search,Show me the nutritional information for cereal,2,4.5,0.7071067811865476,4.5,0.7071067811865476,3.5,0.7071067811865476,,,,,val
3594,2c11568e-9000-4894-954f-416d7995feea-43-0-200,Show me the sheet music for this piece,Multimodal search,Show the sheet music for the piece I'm practicing,1,5.0,,4.0,,2.0,,,,,,train
3595,2c11568e-9000-4894-954f-416d7995feea-43-0-200,Show me a tutorial for this piece,Multimodal search,Show me a tutorial for the piece I'm practicing,5,4.4,0.8944271909999159,3.6,1.51657508881031,3.8,0.8366600265340756,,,,,test
3596,2c137f07-bf3d-440a-b367-470664bab6e7-50-0-200,What is this movie about?,Multimodal search,Show more information about the movie,1,5.0,,3.0,,3.0,,,,,,train
3597,2c137f07-bf3d-440a-b367-470664bab6e7-50-0-200,Show me other movies like this one,Multimodal search,Show other movies that are similar to the one I'm watching,1,5.0,,5.0,,5.0,,,,,,train
3598,2c27b5f1-4af6-49ad-a43c-3efb0c150868-101-0-200,Set a timer for 15 minutes,Assistant,Set a timer for 15 minutes,1,3.0,,1.0,,3.0,,,,,,train
3599,2c27b5f1-4af6-49ad-a43c-3efb0c150868-101-0-200,Create a shopping list for me,Memory,Create a shopping list based on the ingredients I'm using,1,2.0,,2.0,,2.0,,,,,,train
3600,2c313077-d0c7-4389-9022-8cdca9526b9c-56-0-200,How do I sew?,Instructions,Ask for help with sewing,1,4.0,,4.0,,3.0,,,,,,train
